"","method","variate","design","number","RMSE","time_mod","time_alg","time_overall"
"2822","knndm_caret","AGB","regular",22,30.2152146037889,1.84700000000002,3.40966666666668,5.2566666666667
"2823","knndm_caret","AGB","regular",23,32.1121674659947,1.40500000000001,3.33733333333335,4.74233333333336
"2824","knndm_caret","AGB","regular",24,30.2362425128358,1.59566666666668,3.38833333333336,4.98400000000004
"2825","knndm_caret","AGB","regular",25,30.8986147519158,1.48166666666668,3.54433333333331,5.02599999999999
"2826","knndm_caret","AGB","regular",26,31.8202666411586,1.94899999999999,3.53599999999998,5.48499999999998
"2827","knndm_caret","AGB","regular",27,34.2476219187726,1.55799999999999,0.0356666666666191,1.59366666666661
"2828","knndm_caret","AGB","regular",28,32.721857343831,1.40899999999999,3.54500000000004,4.95400000000003
"2829","knndm_caret","AGB","regular",29,33.7694665031519,1.71433333333332,0.0363333333333079,1.75066666666663
"2830","knndm_caret","AGB","regular",30,32.6254455003568,1.54533333333336,3.4403333333333,4.98566666666667
"2831","knndm_caret","AGB","regular",31,35.1068205981607,1.32500000000001,3.2966666666667,4.62166666666671
"2832","knndm_caret","AGB","regular",32,32.0030031377077,1.63899999999997,3.48966666666665,5.12866666666662
"2833","knndm_caret","AGB","regular",33,29.4807383758269,1.76833333333328,3.36333333333331,5.13166666666659
"2834","knndm_caret","AGB","regular",34,31.1284768920062,1.73799999999998,3.49766666666676,5.23566666666674
"2835","knndm_caret","AGB","regular",35,34.3053696325751,1.58766666666664,3.55166666666658,5.13933333333322
"2836","knndm_caret","AGB","regular",36,32.1883214570007,1.46499999999999,0.0383333333332985,1.50333333333329
"2837","knndm_caret","AGB","regular",37,32.7498527628064,1.39166666666669,3.31700000000001,4.7086666666667
"2838","knndm_caret","AGB","regular",38,31.6198023348817,1.45099999999998,3.33566666666665,4.78666666666663
"2839","knndm_caret","AGB","regular",39,29.9620892902293,1.55066666666668,3.34466666666663,4.89533333333331
"2840","knndm_caret","AGB","regular",40,30.9365930770783,1.76700000000001,3.49399999999995,5.26099999999997
"2841","knndm_caret","AGB","regular",41,31.8425613668563,1.55866666666668,3.37600000000005,4.93466666666673
"2842","knndm_caret","AGB","regular",42,31.09040434345,1.48233333333333,3.4553333333334,4.93766666666674
"2843","knndm_caret","AGB","regular",43,33.3564813817462,1.42499999999999,3.36500000000001,4.79
"2844","knndm_caret","AGB","regular",44,32.7840547880916,1.59466666666663,3.50266666666676,5.09733333333338
"2845","knndm_caret","AGB","regular",45,31.5744502138823,1.53000000000001,3.41066666666658,4.94066666666659
"2846","knndm_caret","AGB","regular",46,33.6768263369526,1.40999999999997,3.40333333333327,4.81333333333324
"2847","knndm_caret","AGB","regular",47,32.2423639906484,1.34833333333332,3.41000000000001,4.75833333333333
"2848","knndm_caret","AGB","regular",48,33.6398363909101,1.39400000000001,3.4563333333333,4.85033333333331
"2849","knndm_caret","AGB","regular",49,32.3369404310703,1.49566666666666,3.48966666666661,4.98533333333326
"2850","knndm_caret","AGB","regular",50,35.1177090361372,1.63433333333334,3.38666666666654,5.02099999999988
"2851","knndm_caret","AGB","regular",51,34.0498096213642,1.58300000000001,3.27833333333342,4.86133333333343
"2852","knndm_caret","AGB","regular",52,34.57816259638,1.72666666666665,3.36399999999996,5.09066666666661
"2853","knndm_caret","AGB","regular",53,31.6115682499452,1.71766666666667,3.3576666666667,5.07533333333337
"2854","knndm_caret","AGB","regular",54,31.056886234437,1.60566666666667,3.35099999999989,4.95666666666655
"2855","knndm_caret","AGB","regular",55,31.3957320569397,1.5013333333333,3.39033333333335,4.89166666666665
"2856","knndm_caret","AGB","regular",56,31.1307988990134,1.678,3.29900000000005,4.97700000000005
"2857","knndm_caret","AGB","regular",57,32.6551622599312,1.45466666666664,0.03733333333336,1.492
"2858","knndm_caret","AGB","regular",58,32.6063782921833,1.69899999999999,3.30200000000013,5.00100000000013
"2859","knndm_caret","AGB","regular",59,33.5959380635021,1.45633333333338,3.40133333333332,4.8576666666667
"2860","knndm_caret","AGB","regular",60,31.1919510282195,1.34233333333339,3.40133333333339,4.74366666666678
"2861","knndm_caret","AGB","regular",61,31.9412708114625,1.63266666666664,3.41299999999993,5.04566666666657
"2862","knndm_caret","AGB","regular",62,32.5289584770961,1.41866666666662,3.45199999999992,4.87066666666654
"2863","knndm_caret","AGB","regular",63,34.2128516484348,1.69866666666674,3.34833333333336,5.0470000000001
"2864","knndm_caret","AGB","regular",64,33.3039068975465,1.33533333333336,3.40000000000002,4.73533333333338
"2865","knndm_caret","AGB","regular",65,32.0794693166963,1.44433333333336,3.54033333333336,4.98466666666673
"2866","knndm_caret","AGB","regular",66,32.0250060330931,1.38299999999996,3.36399999999996,4.74699999999992
"2867","knndm_caret","AGB","regular",67,32.4090053295708,1.58766666666664,3.33766666666664,4.92533333333328
"2868","knndm_caret","AGB","regular",68,34.2554716100794,1.45599999999998,3.32233333333337,4.77833333333335
"2869","knndm_caret","AGB","regular",69,31.8735355953358,1.53466666666676,3.38900000000005,4.9236666666668
"2870","knndm_caret","AGB","regular",70,34.0564339575848,1.64033333333335,3.53100000000003,5.17133333333337
"2871","knndm_caret","AGB","regular",71,32.0652284342367,1.56966666666661,0.0389999999999115,1.60866666666652
"2872","knndm_caret","AGB","regular",72,32.3846558474187,1.66266666666661,3.39133333333348,5.05400000000009
"2873","knndm_caret","AGB","regular",73,30.6755041330398,1.3576666666667,3.41233333333351,4.77000000000021
"2874","knndm_caret","AGB","regular",74,31.6751975683464,1.33200000000011,3.42700000000013,4.75900000000024
"2875","knndm_caret","AGB","regular",75,32.4655725606948,1.63533333333332,3.49533333333314,5.13066666666646
"2876","knndm_caret","AGB","regular",76,32.1153119839665,1.83900000000009,3.3416666666667,5.18066666666679
"2877","knndm_caret","AGB","regular",77,31.2918601078085,1.58166666666663,0.0373333333332842,1.61899999999991
"2878","knndm_caret","AGB","regular",78,32.1541365470736,1.67533333333328,3.32399999999992,4.9993333333332
"2879","knndm_caret","AGB","regular",79,32.6381177087512,1.64933333333329,3.40199999999989,5.05133333333318
"2880","knndm_caret","AGB","regular",80,34.0106497998859,1.55733333333334,3.51299999999992,5.07033333333326
"2881","knndm_caret","AGB","regular",81,33.0127745206346,1.55466666666666,3.36933333333324,4.9239999999999
"2882","knndm_caret","AGB","regular",82,32.6889848651394,1.87200000000007,3.38633333333337,5.25833333333344
"2883","knndm_caret","AGB","regular",83,30.3313976520453,1.81899999999996,3.33000000000008,5.14900000000004
"2884","knndm_caret","AGB","regular",84,32.042936077399,1.64666666666668,3.38600000000027,5.03266666666696
"2885","knndm_caret","AGB","regular",85,31.707452679184,1.74066666666658,3.23266666666662,4.97333333333321
"2886","knndm_caret","AGB","regular",86,32.4170902721453,1.44299999999998,3.35500000000002,4.798
"2887","knndm_caret","AGB","regular",87,31.1404536507667,1.55899999999997,3.35066666666656,4.90966666666653
"2888","knndm_caret","AGB","regular",88,33.1799326823767,1.71466666666674,3.35100000000011,5.06566666666686
"2889","knndm_caret","AGB","regular",89,31.5222963435379,1.55266666666671,3.40566666666685,4.95833333333356
"2890","knndm_caret","AGB","regular",90,31.6843660897225,1.46033333333336,3.39766666666674,4.8580000000001
"2891","knndm_caret","AGB","regular",91,30.0084407919287,1.3906666666666,0.0369999999999588,1.42766666666656
"2892","knndm_caret","AGB","regular",92,29.5735885143649,1.37066666666669,3.39233333333323,4.76299999999992
"2893","knndm_caret","AGB","regular",93,31.5776643004446,1.40299999999994,3.33399999999998,4.73699999999993
"2894","knndm_caret","AGB","regular",94,32.3415461588223,1.35399999999997,3.31533333333346,4.66933333333342
"2895","knndm_caret","AGB","regular",95,33.1713295781264,1.19533333333326,3.19666666666656,4.39199999999983
"2896","knndm_caret","AGB","regular",96,29.6123346940538,1.37600000000005,3.35466666666677,4.73066666666682
"2897","knndm_caret","AGB","regular",97,30.498637472555,1.79699999999995,3.26066666666657,5.05766666666652
"2898","knndm_caret","AGB","regular",98,33.4427765305259,1.39700000000009,3.32966666666683,4.72666666666692
"2899","knndm_caret","AGB","regular",99,30.0950020732295,1.62066666666669,3.36133333333343,4.98200000000012
"2900","knndm_caret","AGB","regular",100,33.7888362458319,1.62733333333328,3.37899999999991,5.00633333333318
"2901","knndm_caret","AGB","simpleRandom",1,31.6335397951409,1.583,0.0390000000000062,1.622
"2902","knndm_caret","AGB","simpleRandom",2,30.3014504645295,1.93633333333334,0.0390000000000062,1.97533333333335
"2903","knndm_caret","AGB","simpleRandom",3,31.6358242129785,1.94166666666666,0.0389999999999873,1.98066666666665
"2904","knndm_caret","AGB","simpleRandom",4,29.5153526331418,1.97999999999999,0.0386666666666618,2.01866666666665
"2905","knndm_caret","AGB","simpleRandom",5,33.7703643492231,1.76566666666668,0.0380000000000014,1.80366666666668
"2906","knndm_caret","AGB","simpleRandom",6,33.3063589827849,2.05133333333333,0.0393333333333222,2.09066666666665
"2907","knndm_caret","AGB","simpleRandom",7,34.100008435141,1.834,0.039999999999992,1.874
"2908","knndm_caret","AGB","simpleRandom",8,32.2352156648773,1.99366666666666,0.0383333333333364,2.032
"2909","knndm_caret","AGB","simpleRandom",9,32.608484384798,1.55266666666667,0.0389999999999967,1.59166666666667
"2910","knndm_caret","AGB","simpleRandom",10,32.4266895891575,1.881,0.0390000000000062,1.92000000000001
"2911","knndm_caret","AGB","simpleRandom",11,30.8369385929291,1.69066666666665,0.0373333333333221,1.72799999999997
"2912","knndm_caret","AGB","simpleRandom",12,33.7596175848204,1.68900000000002,0.0393333333333317,1.72833333333335
"2913","knndm_caret","AGB","simpleRandom",13,32.1302702709788,1.64033333333331,0.0396666666666761,1.67999999999999
"2914","knndm_caret","AGB","simpleRandom",14,31.1776916834066,1.69500000000001,3.46433333333336,5.15933333333337
"2915","knndm_caret","AGB","simpleRandom",15,30.2209857644384,1.59066666666666,0.0393333333333127,1.62999999999998
"2916","knndm_caret","AGB","simpleRandom",16,34.2718284089462,1.6,3.47799999999999,5.07799999999999
"2917","knndm_caret","AGB","simpleRandom",17,30.9129394075117,1.74199999999998,0.0419999999999921,1.78399999999997
"2918","knndm_caret","AGB","simpleRandom",18,32.9925508488921,1.79766666666668,0.0393333333333506,1.83700000000003
"2919","knndm_caret","AGB","simpleRandom",19,28.7395953368198,1.63366666666667,0.0390000000000252,1.6726666666667
"2920","knndm_caret","AGB","simpleRandom",20,31.3061789905444,1.75266666666666,0.0396666666666382,1.7923333333333
"2921","knndm_caret","AGB","simpleRandom",21,30.9844548587306,1.66066666666669,0.0393333333333885,1.70000000000008
"2922","knndm_caret","AGB","simpleRandom",22,31.5220820004314,1.78833333333332,0.0390000000000252,1.82733333333334
"2923","knndm_caret","AGB","simpleRandom",23,32.9208920597221,1.71899999999999,0.0396666666666382,1.75866666666663
"2924","knndm_caret","AGB","simpleRandom",24,32.7859399229971,1.74166666666664,0.0386666666666618,1.7803333333333
"2925","knndm_caret","AGB","simpleRandom",25,30.4553587742247,1.51433333333334,0.0376666666666097,1.55199999999995
"2926","knndm_caret","AGB","simpleRandom",26,31.0135052982534,1.59499999999999,0.0380000000000109,1.633
"2927","knndm_caret","AGB","simpleRandom",27,32.2896089431475,1.49866666666664,0.0380000000000109,1.53666666666665
"2928","knndm_caret","AGB","simpleRandom",28,34.6507669552333,1.85233333333334,0.0383333333333364,1.89066666666668
"2929","knndm_caret","AGB","simpleRandom",29,31.8036637051507,1.64366666666666,0.0399999999999636,1.68366666666662
"2930","knndm_caret","AGB","simpleRandom",30,30.8451286838589,1.79933333333334,0.0396666666666382,1.83899999999998
"2931","knndm_caret","AGB","simpleRandom",31,31.234848415487,1.77133333333332,0.0386666666666618,1.80999999999998
"2932","knndm_caret","AGB","simpleRandom",32,29.8500014115936,1.66100000000002,0.0386666666666618,1.69966666666668
"2933","knndm_caret","AGB","simpleRandom",33,30.3601227282709,1.78566666666669,3.5466666666667,5.33233333333339
"2934","knndm_caret","AGB","simpleRandom",34,30.3846842135878,1.51733333333334,0.0383333333333364,1.55566666666668
"2935","knndm_caret","AGB","simpleRandom",35,33.6357415861313,1.51999999999998,0.0383333333333364,1.55833333333332
"2936","knndm_caret","AGB","simpleRandom",36,31.1400051750713,1.71600000000001,0.0389999999999873,1.755
"2937","knndm_caret","AGB","simpleRandom",37,31.2065240109243,1.42,0.0386666666666618,1.45866666666666
"2938","knndm_caret","AGB","simpleRandom",38,32.2284631320881,1.67266666666668,0.0380000000000109,1.71066666666669
"2939","knndm_caret","AGB","simpleRandom",39,27.628814224378,1.60633333333332,0.0376666666666097,1.64399999999993
"2940","knndm_caret","AGB","simpleRandom",40,34.0551628402434,1.74266666666673,3.42300000000008,5.1656666666668
"2941","knndm_caret","AGB","simpleRandom",41,30.0576372977607,1.73599999999999,0.0393333333333127,1.7753333333333
"2942","knndm_caret","AGB","simpleRandom",42,34.3569571067832,1.63600000000001,3.42766666666671,5.06366666666672
"2943","knndm_caret","AGB","simpleRandom",43,31.2274279935288,1.65366666666663,3.44733333333321,5.10099999999985
"2944","knndm_caret","AGB","simpleRandom",44,30.8863513079457,1.51566666666668,0.0383333333333364,1.55400000000001
"2945","knndm_caret","AGB","simpleRandom",45,30.9623568495619,1.34266666666671,3.40166666666664,4.74433333333335
"2946","knndm_caret","AGB","simpleRandom",46,31.0073919704656,1.53433333333332,0.0389999999999873,1.5733333333333
"2947","knndm_caret","AGB","simpleRandom",47,32.4166253872748,1.51466666666666,0.0376666666666855,1.55233333333335
"2948","knndm_caret","AGB","simpleRandom",48,31.9732763616435,1.66266666666665,0.0376666666666855,1.70033333333333
"2949","knndm_caret","AGB","simpleRandom",49,31.9798135722531,1.65200000000001,0.0380000000000867,1.69000000000009
"2950","knndm_caret","AGB","simpleRandom",50,34.5277159839453,1.58933333333334,0.0389999999999873,1.62833333333333
"2951","knndm_caret","AGB","simpleRandom",51,30.5036608081743,1.79966666666667,3.36466666666668,5.16433333333335
"2952","knndm_caret","AGB","simpleRandom",52,32.546859169579,1.69133333333328,0.0386666666667376,1.73000000000002
"2953","knndm_caret","AGB","simpleRandom",53,29.3245567317137,1.48200000000005,0.03733333333336,1.51933333333341
"2954","knndm_caret","AGB","simpleRandom",54,31.2657367528157,1.5416666666667,0.0383333333333364,1.58000000000004
"2955","knndm_caret","AGB","simpleRandom",55,32.3427817722247,1.45566666666665,0.0366666666667091,1.49233333333336
"2956","knndm_caret","AGB","simpleRandom",56,31.5832655047318,1.58266666666664,0.0393333333333127,1.62199999999996
"2957","knndm_caret","AGB","simpleRandom",57,32.2131506430882,1.47966666666665,0.0373333333332842,1.51699999999994
"2958","knndm_caret","AGB","simpleRandom",58,32.7810039605861,1.59733333333334,0.0383333333333364,1.63566666666668
"2959","knndm_caret","AGB","simpleRandom",59,31.3723392257585,1.67433333333334,3.43666666666665,5.11099999999999
"2960","knndm_caret","AGB","simpleRandom",60,32.2538832425352,1.55833333333332,0.0383333333333364,1.59666666666665
"2961","knndm_caret","AGB","simpleRandom",61,34.3501583080518,1.60266666666666,0.0383333333333364,1.641
"2962","knndm_caret","AGB","simpleRandom",62,30.7259926419423,1.67533333333336,0.0380000000000109,1.71333333333337
"2963","knndm_caret","AGB","simpleRandom",63,29.2839423451783,1.42400000000005,0.0380000000000109,1.46200000000006
"2964","knndm_caret","AGB","simpleRandom",64,32.3265315781685,1.51533333333335,0.0376666666666855,1.55300000000004
"2965","knndm_caret","AGB","simpleRandom",65,31.8610015065635,1.49666666666667,0.0386666666666618,1.53533333333333
"2966","knndm_caret","AGB","simpleRandom",66,30.8985433819742,1.6093333333334,0.0376666666666855,1.64700000000009
"2967","knndm_caret","AGB","simpleRandom",67,32.9667191331917,1.50399999999991,0.0363333333333837,1.54033333333329
"2968","knndm_caret","AGB","simpleRandom",68,30.2589299011512,1.51633333333333,0.0386666666666618,1.55499999999999
"2969","knndm_caret","AGB","simpleRandom",69,29.9385253101535,1.68533333333335,3.40233333333337,5.08766666666672
"2970","knndm_caret","AGB","simpleRandom",70,29.7960714591867,1.66033333333341,0.0403333333332891,1.7006666666667
"2971","knndm_caret","AGB","simpleRandom",71,30.5689679057424,1.67600000000001,3.39166666666642,5.06766666666643
"2972","knndm_caret","AGB","simpleRandom",72,32.7757391688339,1.69999999999997,3.38966666666662,5.08966666666659
"2973","knndm_caret","AGB","simpleRandom",73,31.8973608436798,1.35999999999998,3.38533333333332,4.74533333333329
"2974","knndm_caret","AGB","simpleRandom",74,32.3961671782832,1.53899999999991,0.0369999999999588,1.57599999999987
"2975","knndm_caret","AGB","simpleRandom",75,31.2404375052309,1.58733333333339,3.32066666666666,4.90800000000005
"2976","knndm_caret","AGB","simpleRandom",76,31.6355562431185,1.70333333333338,0.0386666666666618,1.74200000000004
"2977","knndm_caret","AGB","simpleRandom",77,31.6525268579555,1.5156666666666,0.0376666666666097,1.55333333333321
"2978","knndm_caret","AGB","simpleRandom",78,34.1453627394898,1.5496666666667,0.0389999999999115,1.58866666666662
"2979","knndm_caret","AGB","simpleRandom",79,31.591326863184,1.48799999999998,0.0376666666666097,1.52566666666659
"2980","knndm_caret","AGB","simpleRandom",80,31.5680698206402,1.44133333333336,0.0400000000002668,1.48133333333362
"2981","knndm_caret","AGB","simpleRandom",81,31.3602180523087,2.01366666666665,3.37433333333335,5.388
"2982","knndm_caret","AGB","simpleRandom",82,31.9881312420335,1.72066666666668,3.28766666666691,5.00833333333359
"2983","knndm_caret","AGB","simpleRandom",83,33.504186479155,1.50600000000009,0.0363333333333079,1.54233333333339
"2984","knndm_caret","AGB","simpleRandom",84,31.8449333557288,1.50133333333338,0.0390000000000631,1.54033333333344
"2985","knndm_caret","AGB","simpleRandom",85,31.1170054453977,1.69400000000011,0.0363333333333079,1.73033333333342
"2986","knndm_caret","AGB","simpleRandom",86,31.6729523048074,1.64799999999999,0.0386666666665102,1.6866666666665
"2987","knndm_caret","AGB","simpleRandom",87,31.5231554026732,1.50733333333339,0.0353333333335589,1.54266666666695
"2988","knndm_caret","AGB","simpleRandom",88,33.1614517683582,1.6716666666667,0.0420000000000679,1.71366666666677
"2989","knndm_caret","AGB","simpleRandom",89,31.8831825821823,1.61333333333323,0.0383333333332606,1.65166666666649
"2990","knndm_caret","AGB","simpleRandom",90,30.7092003246027,1.58700000000006,0.0386666666668134,1.62566666666688
"2991","knndm_caret","AGB","simpleRandom",91,32.6511545961456,1.45700000000003,0.03733333333336,1.49433333333339
"2992","knndm_caret","AGB","simpleRandom",92,30.6599870243857,1.1556666666667,0.035999999999755,1.19166666666645
"2993","knndm_caret","AGB","simpleRandom",93,30.6640942092779,1.20099999999995,3.11899999999999,4.31999999999994
"2994","knndm_caret","AGB","simpleRandom",94,30.7856145265994,1.34233333333327,3.37266666666665,4.71499999999992
"2995","knndm_caret","AGB","simpleRandom",95,31.7475865341413,1.14899999999996,2.94399999999981,4.09299999999977
"2996","knndm_caret","AGB","simpleRandom",96,31.4153012038266,1.58833333333329,3.37400000000025,4.96233333333354
"2997","knndm_caret","AGB","simpleRandom",97,31.2028526032848,1.59566666666668,3.48566666666678,5.08133333333346
"2998","knndm_caret","AGB","simpleRandom",98,30.990312201387,1.4503333333333,0.0376666666667613,1.48800000000006
"2999","knndm_caret","AGB","simpleRandom",99,32.376426896235,1.39266666666663,0.0393333333331611,1.43199999999979
"3000","knndm_caret","AGB","simpleRandom",100,30.6813773637458,1.50499999999988,0.0376666666667613,1.54266666666664
"3001","knndm_caret","OCS","clusterGapped",1,8.9913285167196,1.98333333333333,3.27866666666667,5.262
"3002","knndm_caret","OCS","clusterGapped",2,9.35139626513835,1.64066666666667,3.35633333333333,4.997
"3003","knndm_caret","OCS","clusterGapped",3,10.1789760455005,1.72433333333333,3.25666666666668,4.98100000000001
"3004","knndm_caret","OCS","clusterGapped",4,10.3061565405215,1.643,3.21633333333333,4.85933333333333
"3005","knndm_caret","OCS","clusterGapped",5,9.5240777670438,1.76666666666666,3.267,5.03366666666666
"3006","knndm_caret","OCS","clusterGapped",6,9.61181668787398,1.521,3.28866666666668,4.80966666666668
"3007","knndm_caret","OCS","clusterGapped",7,8.65341632140697,1.70466666666667,3.22433333333332,4.92899999999999
"3008","knndm_caret","OCS","clusterGapped",8,8.88239948438208,1.62433333333333,3.34199999999999,4.96633333333332
"3009","knndm_caret","OCS","clusterGapped",9,8.31938897319928,1.67733333333335,3.378,5.05533333333334
"3010","knndm_caret","OCS","clusterGapped",10,8.93887492326904,1.581,3.39933333333333,4.98033333333333
"3011","knndm_caret","OCS","clusterGapped",11,9.52222625644898,1.37999999999998,3.33566666666665,4.71566666666663
"3012","knndm_caret","OCS","clusterGapped",12,8.68090228096422,1.56133333333332,3.46566666666668,5.02700000000001
"3013","knndm_caret","OCS","clusterGapped",13,9.02460858590835,1.60833333333333,3.30266666666665,4.91099999999998
"3014","knndm_caret","OCS","clusterGapped",14,9.12261703627592,1.55066666666666,3.42866666666667,4.97933333333333
"3015","knndm_caret","OCS","clusterGapped",15,10.7015760113468,1.67366666666669,3.55933333333333,5.23300000000002
"3016","knndm_caret","OCS","clusterGapped",16,11.4634825529482,1.39466666666668,3.36399999999999,4.75866666666667
"3017","knndm_caret","OCS","clusterGapped",17,10.0271942337357,1.54899999999998,3.31266666666668,4.86166666666666
"3018","knndm_caret","OCS","clusterGapped",18,9.8740080362607,1.42733333333335,3.44500000000001,4.87233333333336
"3019","knndm_caret","OCS","clusterGapped",19,9.98378350869087,1.38499999999999,3.49566666666667,4.88066666666666
"3020","knndm_caret","OCS","clusterGapped",20,9.22358258392049,1.44200000000001,3.47099999999998,4.91299999999999
"3021","knndm_caret","OCS","clusterGapped",21,10.1803964800745,1.61466666666666,3.38433333333334,4.999
"3022","knndm_caret","OCS","clusterGapped",22,9.65346742760467,1.66133333333333,3.35933333333329,5.02066666666661
"3023","knndm_caret","OCS","clusterGapped",23,8.89349685874363,1.431,3.35633333333336,4.78733333333336
"3024","knndm_caret","OCS","clusterGapped",24,9.62539859531793,1.503,3.45166666666667,4.95466666666668
"3025","knndm_caret","OCS","clusterGapped",25,10.8415818267331,1.84100000000003,3.45333333333334,5.29433333333337
"3026","knndm_caret","OCS","clusterGapped",26,8.33232799238467,1.73533333333332,3.33833333333329,5.07366666666661
"3027","knndm_caret","OCS","clusterGapped",27,8.67777313826085,1.40400000000002,3.34900000000001,4.75300000000002
"3028","knndm_caret","OCS","clusterGapped",28,8.3626900032863,1.41299999999999,3.32099999999995,4.73399999999994
"3029","knndm_caret","OCS","clusterGapped",29,9.40360460726791,1.68733333333332,3.32699999999996,5.01433333333328
"3030","knndm_caret","OCS","clusterGapped",30,10.0399559101577,1.53200000000002,3.29333333333333,4.82533333333335
"3031","knndm_caret","OCS","clusterGapped",31,8.59032879844496,1.31333333333331,3.31899999999996,4.63233333333327
"3032","knndm_caret","OCS","clusterGapped",32,9.37215676200607,1.42566666666664,3.33266666666668,4.75833333333333
"3033","knndm_caret","OCS","clusterGapped",33,8.63989376431105,1.7166666666667,3.41833333333337,5.13500000000007
"3034","knndm_caret","OCS","clusterGapped",34,8.82339129160847,1.67733333333331,3.36666666666667,5.04399999999998
"3035","knndm_caret","OCS","clusterGapped",35,9.84797321988549,1.59699999999994,3.46400000000002,5.06099999999996
"3036","knndm_caret","OCS","clusterGapped",36,8.57687552271938,1.62066666666666,3.55799999999999,5.17866666666665
"3037","knndm_caret","OCS","clusterGapped",37,8.96314060179077,1.47666666666669,3.38900000000001,4.8656666666667
"3038","knndm_caret","OCS","clusterGapped",38,9.14727237149659,1.41466666666671,3.45566666666669,4.87033333333341
"3039","knndm_caret","OCS","clusterGapped",39,9.19101050384802,1.66600000000005,3.28900000000003,4.95500000000008
"3040","knndm_caret","OCS","clusterGapped",40,9.72445918810622,1.72733333333334,3.33166666666663,5.05899999999997
"3041","knndm_caret","OCS","clusterGapped",41,9.25440828609136,1.32000000000001,3.33133333333338,4.65133333333339
"3042","knndm_caret","OCS","clusterGapped",42,10.1323221808578,1.59033333333332,3.34033333333324,4.93066666666656
"3043","knndm_caret","OCS","clusterGapped",43,9.88761227869307,1.48066666666663,3.35666666666665,4.83733333333328
"3044","knndm_caret","OCS","clusterGapped",44,9.08484761762948,1.44133333333332,3.36600000000014,4.80733333333345
"3045","knndm_caret","OCS","clusterGapped",45,8.74343303963703,1.67100000000005,3.43000000000006,5.10100000000011
"3046","knndm_caret","OCS","clusterGapped",46,8.28600794660757,1.40233333333337,3.39333333333328,4.79566666666665
"3047","knndm_caret","OCS","clusterGapped",47,9.15388337764279,1.3206666666667,3.31700000000001,4.63766666666671
"3048","knndm_caret","OCS","clusterGapped",48,9.13109761086421,1.46333333333333,3.359,4.82233333333333
"3049","knndm_caret","OCS","clusterGapped",49,9.86781447043817,1.59033333333332,3.34833333333336,4.93866666666668
"3050","knndm_caret","OCS","clusterGapped",50,9.10323412549855,1.44466666666669,3.50166666666663,4.94633333333331
"3051","knndm_caret","OCS","clusterGapped",51,8.58333948692261,1.71499999999996,3.37833333333341,5.09333333333336
"3052","knndm_caret","OCS","clusterGapped",52,8.98612972264009,1.42066666666665,3.32166666666664,4.74233333333329
"3053","knndm_caret","OCS","clusterGapped",53,9.54790414835209,1.42366666666669,3.39400000000001,4.8176666666667
"3054","knndm_caret","OCS","clusterGapped",54,9.38332049295653,1.65166666666664,3.30933333333337,4.96100000000001
"3055","knndm_caret","OCS","clusterGapped",55,9.75953019666361,1.66900000000002,3.52366666666671,5.19266666666673
"3056","knndm_caret","OCS","clusterGapped",56,8.61141102278651,1.70733333333332,3.36700000000004,5.07433333333336
"3057","knndm_caret","OCS","clusterGapped",57,9.16676934913528,1.37333333333333,3.45733333333321,4.83066666666654
"3058","knndm_caret","OCS","clusterGapped",58,8.79487299600415,1.896,3.36166666666668,5.25766666666668
"3059","knndm_caret","OCS","clusterGapped",59,9.56969298284686,1.37766666666668,3.43566666666667,4.81333333333335
"3060","knndm_caret","OCS","clusterGapped",60,9.86164219597715,1.23233333333333,3.48433333333332,4.71666666666666
"3061","knndm_caret","OCS","clusterGapped",61,8.59841238943973,1.25633333333334,3.36599999999999,4.62233333333332
"3062","knndm_caret","OCS","clusterGapped",62,8.7033366872145,1.35000000000006,3.35533333333327,4.70533333333333
"3063","knndm_caret","OCS","clusterGapped",63,9.35957282439773,1.62866666666666,3.40566666666662,5.03433333333328
"3064","knndm_caret","OCS","clusterGapped",64,8.57605460940787,1.37733333333335,3.3919999999999,4.76933333333326
"3065","knndm_caret","OCS","clusterGapped",65,8.66133046210538,1.70700000000003,3.36666666666664,5.07366666666667
"3066","knndm_caret","OCS","clusterGapped",66,10.3308536556992,1.44033333333338,3.372,4.81233333333337
"3067","knndm_caret","OCS","clusterGapped",67,9.33350599030671,1.53866666666674,3.37066666666662,4.90933333333335
"3068","knndm_caret","OCS","clusterGapped",68,9.20549404049218,1.41499999999996,3.32599999999995,4.74099999999991
"3069","knndm_caret","OCS","clusterGapped",69,9.92143249748966,1.49000000000008,3.35666666666672,4.84666666666681
"3070","knndm_caret","OCS","clusterGapped",70,9.17075893973402,1.48499999999998,3.37399999999995,4.85899999999992
"3071","knndm_caret","OCS","clusterGapped",71,10.3703482231124,1.58766666666672,3.43066666666649,5.0183333333332
"3072","knndm_caret","OCS","clusterGapped",72,8.82133998567787,1.72333333333328,3.41066666666681,5.13400000000009
"3073","knndm_caret","OCS","clusterGapped",73,9.83920904406007,1.47699999999994,3.54666666666693,5.02366666666687
"3074","knndm_caret","OCS","clusterGapped",74,10.8146013610206,1.25400000000006,3.50733333333331,4.76133333333337
"3075","knndm_caret","OCS","clusterGapped",75,9.02496169603912,1.66433333333331,3.41333333333341,5.07766666666673
"3076","knndm_caret","OCS","clusterGapped",76,7.84088663786108,2.00966666666667,3.31866666666656,5.32833333333322
